Linux 6.6.74+rpt-rpi-v8 (snow) 	07/03/25 	_aarch64_	(4 CPU)

12:40:24     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:45:03     all   26.79    0.00    5.61    0.00    0.00    0.26    0.00    0.00    0.00   67.35
12:45:04     all   26.15    0.00    6.15    0.00    0.00    0.26    0.00    0.00    0.00   67.44
12:45:05     all   27.06    0.00    5.41    0.00    0.00    0.26    0.00    0.00    0.00   67.27
12:45:06     all   46.19    0.00   17.01    0.00    0.00    1.02    0.00    0.00    0.00   35.79
12:45:07     all   64.39    0.00   21.21    0.00    0.00    0.25    0.00    0.00    0.00   14.14
12:45:08     all   68.10    0.00   17.97    0.00    0.00    0.00    0.00    0.00    0.00   13.92
12:45:09     all   47.75    0.00    6.00    0.00    0.00    0.25    0.00    0.00    0.00   46.00
12:45:10     all   46.60    0.00    5.79    0.00    0.00    0.00    0.00    0.00    0.00   47.61
12:45:11     all   40.40    0.00    2.49    0.00    0.00    0.00    0.00    0.00    0.00   57.11
12:45:12     all   44.17    0.00    4.47    0.00    0.00    0.25    0.00    0.00    0.00   51.12
12:45:13     all   43.22    0.00    3.58    0.26    0.00    0.00    0.00    0.00    0.00   52.94
12:45:14     all   62.56    0.00   22.11    0.00    0.00    0.75    0.00    0.00    0.00   14.57
12:45:15     all   65.48    0.00   25.38    0.00    0.00    0.51    0.00    0.00    0.00    8.63
12:45:16     all   67.68    0.00   18.07    0.00    0.00    0.51    0.00    0.00    0.00   13.74
12:45:17     all   59.18    0.00    9.69    0.00    0.00    0.26    0.00    0.00    0.00   30.87
12:45:18     all   46.72    0.00   13.13    0.51    0.00    0.00    0.00    0.00    0.00   39.65
12:45:19     all   28.05    0.00    7.27    0.00    0.00    0.00    0.00    0.00    0.00   64.68
12:45:20     all   27.99    0.00    6.87    0.00    0.00    0.51    0.00    0.00    0.00   64.63
12:45:21     all   29.74    0.00    6.67    0.00    0.00    0.26    0.00    0.00    0.00   63.33
12:45:22     all   29.79    0.00    5.96    0.00    0.00    0.00    0.00    0.00    0.00   64.25
12:45:23     all   27.37    0.00    7.42    0.00    0.00    0.26    0.00    0.00    0.00   64.96
12:45:24     all   29.32    0.00    6.77    0.00    0.00    0.50    0.00    0.00    0.00   63.41
12:45:25     all   32.75    0.00    8.82    0.00    0.00    0.00    0.00    0.00    0.00   58.44
12:45:26     all   30.98    0.00    9.32    0.00    0.00    0.25    0.00    0.00    0.00   59.45
12:45:27     all   23.97    0.00    7.73    0.00    0.00    0.26    0.00    0.00    0.00   68.04
12:45:28     all   26.87    0.00    5.94    0.00    0.00    0.26    0.00    0.00    0.00   66.93
12:45:29     all   26.09    0.00    6.39    0.00    0.00    0.26    0.00    0.00    0.00   67.26
12:45:30     all   25.91    0.00    6.99    0.00    0.00    0.00    0.00    0.00    0.00   67.10
12:45:31     all   25.13    0.00    5.64    0.00    0.00    0.26    0.00    0.00    0.00   68.97
12:45:32     all   24.87    0.00    6.85    0.00    0.00    0.51    0.00    0.00    0.00   67.77
12:45:33     all   23.53    0.00    6.65    0.00    0.00    0.77    0.00    0.00    0.00   69.05
12:45:34     all   29.72    0.00    7.56    0.00    0.00    0.00    0.00    0.00    0.00   62.72
12:45:35     all   28.90    0.00    7.16    0.00    0.00    0.51    0.00    0.00    0.00   63.43
12:45:36     all   27.32    0.00    6.44    0.26    0.00    0.00    0.00    0.00    0.00   65.98
12:45:37     all   27.46    0.00    8.06    0.00    0.00    0.50    0.00    0.00    0.00   63.98
12:45:38     all   24.23    0.00    6.12    0.00    0.00    0.26    0.00    0.00    0.00   69.39
12:45:39     all   27.37    0.00    6.14    0.00    0.00    0.00    0.00    0.00    0.00   66.50
12:45:40     all   26.18    0.00    5.50    0.00    0.00    0.26    0.00    0.00    0.00   68.06
12:45:41     all   27.30    0.00    7.40    0.00    0.00    0.00    0.00    0.00    0.00   65.31
12:45:42     all   22.94    0.00    7.47    0.26    0.00    0.52    0.00    0.00    0.00   68.81
12:45:43     all   24.43    0.00    7.05    0.00    0.00    0.25    0.00    0.00    0.00   68.26
12:45:44     all   25.83    0.00    5.88    0.00    0.00    0.00    0.00    0.00    0.00   68.29
12:45:45     all   26.09    0.00    5.63    0.00    0.00    0.26    0.00    0.00    0.00   68.03
12:45:46     all   27.55    0.00    9.44    0.00    0.00    0.00    0.00    0.00    0.00   63.01
12:45:47     all   23.20    0.00    5.41    0.00    0.00    0.52    0.00    0.00    0.00   70.88
12:45:48     all   27.44    0.00    7.69    0.00    0.00    0.26    0.00    0.00    0.00   64.62
12:45:49     all   26.85    0.00    6.65    0.00    0.00    0.00    0.00    0.00    0.00   66.50
12:45:50     all   27.34    0.00    5.57    0.00    0.00    0.51    0.00    0.00    0.00   66.58
12:45:51     all   29.62    0.00    7.59    0.00    0.00    0.00    0.00    0.00    0.00   62.78
12:45:52     all   25.77    0.00    6.38    0.26    0.00    0.26    0.00    0.00    0.00   67.35
12:45:53     all   25.77    0.00    6.70    0.00    0.00    0.00    0.00    0.00    0.00   67.53
12:45:54     all   25.70    0.00    6.11    0.25    0.00    0.51    0.00    0.00    0.00   67.43
12:45:55     all   27.09    0.00    6.08    0.00    0.00    0.51    0.00    0.00    0.00   66.33
12:45:56     all   26.53    0.00    6.63    0.00    0.00    0.26    0.00    0.00    0.00   66.58
12:45:57     all   26.85    0.00    7.16    0.00    0.00    0.51    0.00    0.00    0.00   65.47
12:45:58     all   24.42    0.00    5.66    0.00    0.00    0.00    0.00    0.00    0.00   69.92
12:45:59     all   25.89    0.00    5.84    0.00    0.00    0.51    0.00    0.00    0.00   67.77
12:46:00     all   26.89    0.00    5.22    0.00    0.00    0.00    0.00    0.00    0.00   67.89
12:46:01     all   28.72    0.00    7.44    0.00    0.00    0.00    0.00    0.00    0.00   63.85
12:46:02     all   25.70    0.00    7.63    0.00    0.00    0.25    0.00    0.00    0.00   66.41
12:46:03     all   26.53    0.00    5.61    0.00    0.00    0.51    0.00    0.00    0.00   67.35
12:46:04     all   25.83    0.00    6.65    0.00    0.00    0.26    0.00    0.00    0.00   67.26
12:46:05     all   26.36    0.00    5.17    0.00    0.00    0.26    0.00    0.00    0.00   68.22
12:46:06     all   26.22    0.00    7.20    0.00    0.00    0.00    0.00    0.00    0.00   66.58
12:46:07     all   29.44    0.00    8.38    0.00    0.00    0.00    0.00    0.00    0.00   62.18
12:46:08     all   26.40    0.00    7.61    0.00    0.00    0.51    0.00    0.00    0.00   65.48
12:46:09     all   27.91    0.00    6.72    0.00    0.00    0.26    0.00    0.00    0.00   65.12
12:46:10     all   28.46    0.00    6.55    0.00    0.00    0.50    0.00    0.00    0.00   64.48
12:46:11     all   33.42    0.00    7.40    0.00    0.00    0.00    0.00    0.00    0.00   59.18
12:46:12     all   61.42    0.00   13.71    0.25    0.00    0.51    0.00    0.00    0.00   24.11
12:46:13     all   62.50    0.00   14.80    0.00    0.00    0.26    0.00    0.00    0.00   22.45
12:46:14     all   53.06    0.00   19.90    0.00    0.00    0.51    0.00    0.00    0.00   26.53
12:46:15     all   43.73    0.00   13.81    1.02    0.00    0.26    0.00    0.00    0.00   41.18
12:46:16     all   24.94    0.00    5.91    0.00    0.00    0.00    0.00    0.00    0.00   69.15
12:46:17     all   28.39    0.00    7.93    0.00    0.00    0.26    0.00    0.00    0.00   63.43
12:46:18     all   27.27    0.00    5.81    0.00    0.00    0.51    0.00    0.00    0.00   66.41
12:46:19     all   28.32    0.00    6.89    0.00    0.00    0.00    0.00    0.00    0.00   64.80
12:46:20     all   27.76    0.00    6.94    0.00    0.00    0.51    0.00    0.00    0.00   64.78
12:46:21     all   28.09    0.00    6.44    0.26    0.00    0.26    0.00    0.00    0.00   64.95
12:46:22     all   29.52    0.00    7.38    0.00    0.00    0.00    0.00    0.00    0.00   63.10
12:46:23     all   30.43    0.00    7.67    0.00    0.00    0.26    0.00    0.00    0.00   61.64
12:46:24     all   28.57    0.00    6.12    0.00    0.00    0.26    0.00    0.00    0.00   65.05
12:46:25     all   28.10    0.00    6.58    0.00    0.00    0.51    0.00    0.00    0.00   64.81
12:46:26     all   26.48    0.00    5.40    0.00    0.00    0.26    0.00    0.00    0.00   67.87
12:46:27     all   26.56    0.00    5.47    0.00    0.00    0.52    0.00    0.00    0.00   67.45
12:46:28     all   25.39    0.00    6.22    0.00    0.00    0.26    0.00    0.00    0.00   68.13
12:46:29     all   26.02    0.00    5.87    0.00    0.00    0.26    0.00    0.00    0.00   67.86
12:46:30     all   27.55    0.00    6.38    0.00    0.00    0.51    0.00    0.00    0.00   65.56
12:46:31     all   25.82    0.00    7.09    0.00    0.00    0.25    0.00    0.00    0.00   66.84
12:46:32     all   25.58    0.00    5.17    0.00    0.00    0.26    0.00    0.00    0.00   68.99
12:46:33     all   26.46    0.00    6.36    0.00    0.00    0.51    0.00    0.00    0.00   66.67
12:46:34     all   25.71    0.00    5.91    0.00    0.00    0.00    0.00    0.00    0.00   68.38
12:46:35     all   26.02    0.00    6.38    0.00    0.00    0.51    0.00    0.00    0.00   67.09
12:46:36     all   29.46    0.00    5.68    0.00    0.00    0.00    0.00    0.00    0.00   64.86
12:46:37     all   29.09    0.00    6.23    0.00    0.00    0.00    0.00    0.00    0.00   64.68
12:46:38     all   25.64    0.00    6.41    0.00    0.00    0.26    0.00    0.00    0.00   67.69
12:46:39     all   26.03    0.00    5.93    0.00    0.00    0.26    0.00    0.00    0.00   67.78
12:46:40     all   28.61    0.00    5.93    0.00    0.00    0.00    0.00    0.00    0.00   65.46
12:46:41     all   27.16    0.00    7.11    0.51    0.00    0.25    0.00    0.00    0.00   64.97
12:46:42     all   28.75    0.00    6.62    0.25    0.00    0.00    0.00    0.00    0.00   64.38
12:46:43     all   40.30    0.00    6.30    0.00    0.00    0.76    0.00    0.00    0.00   52.64
12:46:44     all   55.19    0.00    7.85    0.00    0.00    0.00    0.00    0.00    0.00   36.96
12:46:45     all   35.26    0.00    9.07    0.00    0.00    0.25    0.00    0.00    0.00   55.42
12:46:46     all   24.94    0.00    6.17    0.00    0.00    0.00    0.00    0.00    0.00   68.89
12:46:47     all   25.13    0.00    6.99    0.26    0.00    0.26    0.00    0.00    0.00   67.36
12:46:48     all   43.04    0.00    7.34    0.00    0.00    0.51    0.00    0.00    0.00   49.11
12:46:49     all   54.94    0.00    8.10    0.00    0.00    0.51    0.00    0.00    0.00   36.46
12:46:50     all   31.87    0.00    6.74    0.00    0.00    0.00    0.00    0.00    0.00   61.40
12:46:51     all   27.84    0.00    6.44    0.00    0.00    0.00    0.00    0.00    0.00   65.72
12:46:52     all   26.20    0.00    7.81    0.50    0.00    0.25    0.00    0.00    0.00   65.24
12:46:53     all   44.47    0.00    6.94    0.00    0.00    0.51    0.00    0.00    0.00   48.07
12:46:54     all   57.36    0.00    8.27    0.00    0.00    0.26    0.00    0.00    0.00   34.11
12:46:55     all   35.86    0.00    7.83    0.00    0.00    0.00    0.00    0.00    0.00   56.31
12:46:56     all   25.44    0.00    6.80    0.00    0.00    0.25    0.00    0.00    0.00   67.51
12:46:57     all   28.57    0.00    7.65    0.00    0.00    0.26    0.00    0.00    0.00   63.52
12:46:58     all   26.49    0.00    4.94    0.00    0.00    0.52    0.00    0.00    0.00   68.05
12:46:59     all   26.22    0.00    5.91    0.00    0.00    0.26    0.00    0.00    0.00   67.61
12:47:00     all   30.63    0.00    8.10    0.00    0.00    0.25    0.00    0.00    0.00   61.01
12:47:01     all   29.15    0.00    8.54    0.00    0.00    0.00    0.00    0.00    0.00   62.31
12:47:02     all   26.03    0.00    7.22    0.26    0.00    0.52    0.00    0.00    0.00   65.98
12:47:03     all   24.36    0.00    5.90    0.00    0.00    0.26    0.00    0.00    0.00   69.49
12:47:04     all   28.35    0.00    5.41    0.00    0.00    0.77    0.00    0.00    0.00   65.46
12:47:05     all   27.58    0.00    6.70    0.00    0.00    0.26    0.00    0.00    0.00   65.46
12:47:06     all   24.10    0.00    6.67    0.00    0.00    0.00    0.00    0.00    0.00   69.23
12:47:07     all   23.85    0.00    6.41    0.00    0.00    0.51    0.00    0.00    0.00   69.23
12:47:08     all   27.99    0.00    6.62    0.00    0.00    0.00    0.00    0.00    0.00   65.39
12:47:09     all   26.03    0.00    7.22    0.00    0.00    0.26    0.00    0.00    0.00   66.49
12:47:10     all   26.15    0.00    6.92    0.00    0.00    0.51    0.00    0.00    0.00   66.41
12:47:11     all   28.61    0.00    6.08    0.00    0.00    0.00    0.00    0.00    0.00   65.32
12:47:12     all   22.96    0.00    8.16    0.00    0.00    0.51    0.00    0.00    0.00   68.37
12:47:13     all   29.37    0.00    6.84    0.00    0.00    0.25    0.00    0.00    0.00   63.54
12:47:14     all   25.13    0.00    7.18    0.26    0.00    0.00    0.00    0.00    0.00   67.44
12:47:15     all   25.50    0.00    7.00    0.00    0.00    0.50    0.00    0.00    0.00   67.00
12:47:16     all   25.26    0.00    6.89    0.00    0.00    0.77    0.00    0.00    0.00   67.09
12:47:17     all   25.45    0.00    6.43    0.00    0.00    0.26    0.00    0.00    0.00   67.87
12:47:18     all   26.20    0.00    7.05    0.00    0.00    0.25    0.00    0.00    0.00   66.50
12:47:19     all   24.49    0.00    6.63    0.26    0.00    0.00    0.00    0.00    0.00   68.62
12:47:20     all   28.32    0.00    6.52    0.00    0.00    0.00    0.00    0.00    0.00   65.16
12:47:21     all   23.02    0.00    7.16    0.00    0.00    0.26    0.00    0.00    0.00   69.57
12:47:22     all   24.24    0.00    6.31    0.00    0.00    0.51    0.00    0.00    0.00   68.94
12:47:23     all   30.75    0.00    6.20    0.00    0.00    0.26    0.00    0.00    0.00   62.79
12:47:24     all   27.69    0.00    5.90    0.26    0.00    0.00    0.00    0.00    0.00   66.15
12:47:25     all   25.45    0.00    4.88    0.00    0.00    0.00    0.00    0.00    0.00   69.67
12:47:26     all   25.58    0.00    7.42    0.00    0.00    0.26    0.00    0.00    0.00   66.75
12:47:27     all   25.77    0.00    5.93    0.00    0.00    0.00    0.00    0.00    0.00   68.30
12:47:28     all   27.76    0.00    6.68    0.00    0.00    0.51    0.00    0.00    0.00   65.04
12:47:29     all   23.53    0.00    5.88    0.51    0.00    0.51    0.00    0.00    0.00   69.57
12:47:30     all   23.99    0.00    7.58    0.00    0.00    0.51    0.00    0.00    0.00   67.93
12:47:31     all   29.31    0.00    6.68    0.00    0.00    0.00    0.00    0.00    0.00   64.01
12:47:32     all   25.38    0.00    5.58    0.00    0.00    0.51    0.00    0.00    0.00   68.53
12:47:33     all   28.94    0.00    5.68    0.00    0.00    0.00    0.00    0.00    0.00   65.37
12:47:34     all   27.32    0.00    6.44    0.00    0.00    0.00    0.00    0.00    0.00   66.24
12:47:35     all   26.33    0.00    5.57    0.00    0.00    0.00    0.00    0.00    0.00   68.10
12:47:36     all   27.27    0.00    5.71    0.00    0.00    0.00    0.00    0.00    0.00   67.01
12:47:37     all   25.77    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   68.11
12:47:38     all   29.01    0.00    5.85    0.00    0.00    0.25    0.00    0.00    0.00   64.89
12:47:39     all   23.20    0.00    6.19    0.00    0.00    0.26    0.00    0.00    0.00   70.36
12:47:40     all   26.28    0.00    5.10    0.00    0.00    0.00    0.00    0.00    0.00   68.62
12:47:41     all   24.94    0.00    8.14    0.00    0.00    0.00    0.00    0.00    0.00   66.92
12:47:42     all   27.76    0.00    5.91    0.00    0.00    0.51    0.00    0.00    0.00   65.81
12:47:43     all   26.09    0.00    6.91    0.00    0.00    0.00    0.00    0.00    0.00   67.01
12:47:44     all   28.72    0.00    6.15    0.26    0.00    0.26    0.00    0.00    0.00   64.62
12:47:45     all   25.58    0.00    4.65    0.00    0.00    0.00    0.00    0.00    0.00   69.77
12:47:46     all   25.32    0.00    6.72    0.00    0.00    0.26    0.00    0.00    0.00   67.70
12:47:47     all   24.81    0.00    6.46    0.00    0.00    0.00    0.00    0.00    0.00   68.73
12:47:48     all   24.74    0.00    6.44    0.00    0.00    0.00    0.00    0.00    0.00   68.81
12:47:49     all   27.76    0.00    5.91    0.00    0.00    0.00    0.00    0.00    0.00   66.32
12:47:50     all   26.57    0.00    6.52    0.00    0.00    0.25    0.00    0.00    0.00   66.67
12:47:51     all   25.13    0.00    6.60    0.00    0.00    0.25    0.00    0.00    0.00   68.02
12:47:52     all   27.06    0.00    8.25    0.00    0.00    0.00    0.00    0.00    0.00   64.69
12:47:53     all   27.56    0.00    5.51    0.00    0.00    0.52    0.00    0.00    0.00   66.40
12:47:54     all   30.63    0.00    6.84    0.00    0.00    0.00    0.00    0.00    0.00   62.53
12:47:55     all   25.64    0.00    6.92    0.00    0.00    0.26    0.00    0.00    0.00   67.18
12:47:56     all   28.68    0.00    8.12    0.00    0.00    0.25    0.00    0.00    0.00   62.94
12:47:57     all   28.93    0.00    5.58    0.00    0.00    0.25    0.00    0.00    0.00   65.23
12:47:58     all   27.20    0.00    6.22    0.00    0.00    0.26    0.00    0.00    0.00   66.32
12:47:59     all   27.58    0.00    6.96    0.00    0.00    0.00    0.00    0.00    0.00   65.46
12:48:00     all   28.32    0.00    6.12    0.00    0.00    0.26    0.00    0.00    0.00   65.31
12:48:01     all   28.02    0.00    6.17    0.00    0.00    0.26    0.00    0.00    0.00   65.55
12:48:02     all   26.28    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   66.58
12:48:03     all   24.81    0.00    6.39    0.00    0.00    0.00    0.00    0.00    0.00   68.80
12:48:04     all   29.59    0.00    6.63    0.26    0.00    0.00    0.00    0.00    0.00   63.52
12:48:05     all   25.64    0.00    6.15    0.00    0.00    0.51    0.00    0.00    0.00   67.69
12:48:06     all   25.76    0.00    6.06    0.00    0.00    0.25    0.00    0.00    0.00   67.93
12:48:07     all   25.91    0.00    5.18    0.26    0.00    0.52    0.00    0.00    0.00   68.13
12:48:08     all   24.25    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   69.75
12:48:09     all   29.56    0.00    6.17    0.00    0.00    0.26    0.00    0.00    0.00   64.01
12:48:10     all   25.33    0.00    6.79    0.00    0.00    0.26    0.00    0.00    0.00   67.62
12:48:11     all   24.23    0.00    5.87    0.00    0.00    0.51    0.00    0.00    0.00   69.39
12:48:12     all   26.08    0.00    6.84    0.00    0.00    0.00    0.00    0.00    0.00   67.09
12:48:13     all   26.84    0.00    6.84    0.00    0.00    0.25    0.00    0.00    0.00   66.08
12:48:14     all   29.62    0.00    7.09    0.25    0.00    0.00    0.00    0.00    0.00   63.04
12:48:15     all   22.84    0.00    7.36    0.00    0.00    0.25    0.00    0.00    0.00   69.54
12:48:16     all   27.30    0.00    6.38    0.00    0.00    0.00    0.00    0.00    0.00   66.33
12:48:17     all   24.04    0.00    6.65    0.00    0.00    0.00    0.00    0.00    0.00   69.31
12:48:18     all   26.08    0.00    5.82    0.00    0.00    0.25    0.00    0.00    0.00   67.85
12:48:19     all   26.58    0.00    7.85    0.00    0.00    0.00    0.00    0.00    0.00   65.57
12:48:20     all   29.74    0.00    5.90    0.00    0.00    0.00    0.00    0.00    0.00   64.36
12:48:21     all   27.55    0.00    6.38    0.00    0.00    0.51    0.00    0.00    0.00   65.56
12:48:22     all   24.55    0.00    6.46    0.00    0.00    0.00    0.00    0.00    0.00   68.99
12:48:23     all   28.97    0.00    6.30    0.00    0.00    0.25    0.00    0.00    0.00   64.48
12:48:24     all   25.57    0.00    9.11    0.25    0.00    0.25    0.00    0.00    0.00   64.81
12:48:25     all   27.39    0.00    4.91    0.00    0.00    0.26    0.00    0.00    0.00   67.44
12:48:26     all   26.48    0.00    5.91    0.00    0.00    0.51    0.00    0.00    0.00   67.10
12:48:27     all   26.70    0.00    6.30    0.00    0.00    0.25    0.00    0.00    0.00   66.75
12:48:28     all   26.52    0.00    5.81    0.00    0.00    0.00    0.00    0.00    0.00   67.68
12:48:29     all   27.23    0.00    6.62    0.00    0.00    0.25    0.00    0.00    0.00   65.90
12:48:30     all   26.65    0.00    7.11    0.00    0.00    0.25    0.00    0.00    0.00   65.99
12:48:31     all   25.25    0.00    7.58    0.00    0.00    0.00    0.00    0.00    0.00   67.17
12:48:32     all   26.45    0.00    6.05    0.00    0.00    0.25    0.00    0.00    0.00   67.25
12:48:33     all   26.21    0.00    7.63    0.00    0.00    0.25    0.00    0.00    0.00   65.90
12:48:34     all   28.06    0.00    5.61    0.00    0.00    0.26    0.00    0.00    0.00   66.07
12:48:35     all   29.04    0.00    6.82    0.00    0.00    0.51    0.00    0.00    0.00   63.64
12:48:36     all   27.11    0.00    5.12    0.00    0.00    0.00    0.00    0.00    0.00   67.77
12:48:37     all   27.23    0.00    6.36    0.00    0.00    0.25    0.00    0.00    0.00   66.16
12:48:38     all   26.99    0.00    4.88    0.26    0.00    0.26    0.00    0.00    0.00   67.61
12:48:39     all   30.15    0.00    6.96    0.26    0.00    0.00    0.00    0.00    0.00   62.63
12:48:40     all   25.90    0.00    5.38    0.00    0.00    0.26    0.00    0.00    0.00   68.46
12:48:41     all   29.37    0.00    7.59    0.00    0.00    0.76    0.00    0.00    0.00   62.28
12:48:42     all   26.61    0.00    6.20    0.00    0.00    0.00    0.00    0.00    0.00   67.18
12:48:43     all   30.38    0.00    7.85    0.00    0.00    0.00    0.00    0.00    0.00   61.77
12:48:44     all   27.71    0.00    7.81    0.25    0.00    0.00    0.00    0.00    0.00   64.23
12:48:45     all   26.52    0.00    8.33    0.00    0.00    0.25    0.00    0.00    0.00   64.90
12:48:46     all   26.53    0.00    6.38    0.00    0.00    0.26    0.00    0.00    0.00   66.84
12:48:47     all   25.52    0.00    6.25    0.00    0.00    0.26    0.00    0.00    0.00   67.97
12:48:48     all   27.34    0.00    7.85    0.00    0.00    0.25    0.00    0.00    0.00   64.56
12:48:49     all   24.23    0.00    5.61    0.26    0.00    0.00    0.00    0.00    0.00   69.90
12:48:50     all   24.56    0.00    6.02    0.00    0.00    0.25    0.00    0.00    0.00   69.17
12:48:51     all   28.09    0.00    6.70    0.00    0.00    0.00    0.00    0.00    0.00   65.21
12:48:52     all   24.74    0.00    7.47    0.00    0.00    0.26    0.00    0.00    0.00   67.53
12:48:53     all   24.68    0.00    6.11    0.00    0.00    0.00    0.00    0.00    0.00   69.21
12:48:54     all   29.62    0.00    7.59    0.00    0.00    0.25    0.00    0.00    0.00   62.53
12:48:55     all   26.61    0.00    4.91    0.00    0.00    0.26    0.00    0.00    0.00   68.22
12:48:56     all   28.14    0.00    6.53    0.00    0.00    0.75    0.00    0.00    0.00   64.57
12:48:57     all   27.79    0.00    5.19    0.00    0.00    0.26    0.00    0.00    0.00   66.75
12:48:58     all   28.06    0.00    7.91    0.00    0.00    0.26    0.00    0.00    0.00   63.78
12:48:59     all   24.81    0.00    6.33    0.25    0.00    0.00    0.00    0.00    0.00   68.61
12:49:00     all   29.38    0.00    6.19    0.00    0.00    0.52    0.00    0.00    0.00   63.92
12:49:01     all   27.53    0.00    8.33    0.00    0.00    0.00    0.00    0.00    0.00   64.14
12:49:02     all   24.23    0.00    6.70    0.00    0.00    0.00    0.00    0.00    0.00   69.07
12:49:03     all   26.80    0.00    6.19    0.00    0.00    0.26    0.00    0.00    0.00   66.75
12:49:04     all   25.32    0.00    5.88    0.00    0.00    0.26    0.00    0.00    0.00   68.54
12:49:05     all   23.27    0.00    7.42    0.00    0.00    0.00    0.00    0.00    0.00   69.31
12:49:06     all   28.12    0.00    7.29    0.00    0.00    0.00    0.00    0.00    0.00   64.58
12:49:07     all   28.57    0.00    8.16    0.00    0.00    0.51    0.00    0.00    0.00   62.76
12:49:08     all   26.34    0.00    7.42    0.00    0.00    0.00    0.00    0.00    0.00   66.24
12:49:09     all   25.90    0.00    6.92    0.00    0.00    0.51    0.00    0.00    0.00   66.67
12:49:10     all   22.94    0.00    6.96    0.00    0.00    0.00    0.00    0.00    0.00   70.10
12:49:11     all   29.49    0.00    6.41    0.00    0.00    0.26    0.00    0.00    0.00   63.85
12:49:12     all   25.57    0.00    6.08    0.25    0.00    0.76    0.00    0.00    0.00   67.34
12:49:13     all   25.84    0.00    6.46    0.00    0.00    0.00    0.00    0.00    0.00   67.70
12:49:14     all   27.30    0.00    7.40    0.00    0.00    0.26    0.00    0.00    0.00   65.05
12:49:15     all   23.90    0.00    6.75    0.00    0.00    0.52    0.00    0.00    0.00   68.83
12:49:16     all   26.34    0.00    6.65    0.00    0.00    0.00    0.00    0.00    0.00   67.01
12:49:17     all   25.13    0.00    5.03    0.00    0.00    0.00    0.00    0.00    0.00   69.85
12:49:18     all   23.86    0.00    7.61    0.00    0.00    0.25    0.00    0.00    0.00   68.27
12:49:19     all   26.84    0.00    8.10    0.00    0.00    0.25    0.00    0.00    0.00   64.81
12:49:20     all   22.16    0.00    6.19    0.52    0.00    0.26    0.00    0.00    0.00   70.88
12:49:21     all   27.20    0.00    5.18    0.00    0.00    0.00    0.00    0.00    0.00   67.62
12:49:22     all   23.72    0.00    7.91    0.00    0.00    0.26    0.00    0.00    0.00   68.11
12:49:23     all   24.49    0.00    8.08    0.25    0.00    0.25    0.00    0.00    0.00   66.92
12:49:24     all   26.09    0.00    5.12    0.00    0.00    0.26    0.00    0.00    0.00   68.54
12:49:25     all   24.81    0.00    5.88    0.00    0.00    0.00    0.00    0.00    0.00   69.31
12:49:26     all   25.51    0.00    7.91    0.00    0.00    0.51    0.00    0.00    0.00   66.07
12:49:27     all   27.37    0.00    7.42    0.00    0.00    0.51    0.00    0.00    0.00   64.71
12:49:28     all   28.72    0.00    6.15    0.00    0.00    0.00    0.00    0.00    0.00   65.13
12:49:29     all   27.37    0.00    4.60    0.00    0.00    0.26    0.00    0.00    0.00   67.77
12:49:30     all   29.15    0.00    6.28    0.00    0.00    0.25    0.00    0.00    0.00   64.32
12:49:31     all   24.61    0.00    5.44    0.00    0.00    0.00    0.00    0.00    0.00   69.95
12:49:32     all   29.82    0.00    6.94    0.00    0.00    0.26    0.00    0.00    0.00   62.98
12:49:33     all   31.46    0.00    8.95    0.26    0.00    0.26    0.00    0.00    0.00   59.08
12:49:34     all   29.26    0.00    5.60    0.00    0.00    0.25    0.00    0.00    0.00   64.89
12:49:35     all   24.23    0.00    8.16    0.00    0.00    0.26    0.00    0.00    0.00   67.35
12:49:36     all   25.25    0.00    6.57    0.00    0.00    0.51    0.00    0.00    0.00   67.68
12:49:37     all   28.57    0.00    6.38    0.00    0.00    0.51    0.00    0.00    0.00   64.54
12:49:38     all   24.17    0.00    5.85    0.00    0.00    0.00    0.00    0.00    0.00   69.97
12:49:39     all   24.10    0.00    4.36    0.00    0.00    0.51    0.00    0.00    0.00   71.03
12:49:40     all   26.46    0.00    6.62    0.00    0.00    0.00    0.00    0.00    0.00   66.92
12:49:41     all   24.87    0.00    7.11    0.25    0.00    0.25    0.00    0.00    0.00   67.51
12:49:42     all   25.89    0.00    7.87    0.00    0.00    0.00    0.00    0.00    0.00   66.24
12:49:43     all   27.32    0.00    6.70    0.26    0.00    0.52    0.00    0.00    0.00   65.21
12:49:44     all   29.26    0.00    5.34    0.00    0.00    0.25    0.00    0.00    0.00   65.14
12:49:45     all   26.01    0.00    6.82    0.00    0.00    0.51    0.00    0.00    0.00   66.67
12:49:46     all   25.57    0.00    6.58    0.00    0.00    0.00    0.00    0.00    0.00   67.85
12:49:47     all   25.00    0.00    5.67    0.00    0.00    0.26    0.00    0.00    0.00   69.07
12:49:48     all   28.28    0.00    6.17    0.00    0.00    0.00    0.00    0.00    0.00   65.55
12:49:49     all   24.87    0.00    7.79    0.00    0.00    0.25    0.00    0.00    0.00   67.09
12:49:50     all   26.92    0.00    4.36    0.00    0.00    0.26    0.00    0.00    0.00   68.46
12:49:51     all   24.04    0.00    7.42    0.00    0.00    0.00    0.00    0.00    0.00   68.54
