Linux 6.6.74+rpt-rpi-v8 (snow) 	07/03/25 	_aarch64_	(4 CPU)

12:40:24     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:49:52     all   26.33    0.00    5.57    0.25    0.00    0.51    0.00    0.00    0.00   67.34
12:49:53     all   28.09    0.00    6.44    0.00    0.00    0.26    0.00    0.00    0.00   65.21
12:49:54     all   26.33    0.00    6.33    0.00    0.00    0.00    0.00    0.00    0.00   67.34
12:49:55     all   25.82    0.00    4.81    0.00    0.00    0.25    0.00    0.00    0.00   69.11
12:49:56     all   26.23    0.00    7.53    0.00    0.00    0.00    0.00    0.00    0.00   66.23
12:49:57     all   25.06    0.00    6.58    0.00    0.00    0.25    0.00    0.00    0.00   68.10
12:49:58     all   27.11    0.00    6.65    0.00    0.00    0.26    0.00    0.00    0.00   65.98
12:49:59     all   27.16    0.00    6.09    0.00    0.00    0.25    0.00    0.00    0.00   66.50
12:50:00     all   24.48    0.00    6.96    0.00    0.00    0.00    0.00    0.00    0.00   68.56
12:50:01     all   26.15    0.00    5.13    0.00    0.00    0.00    0.00    0.00    0.00   68.72
12:50:02     all   25.00    0.00    8.33    0.25    0.00    0.00    0.00    0.00    0.00   66.41
12:50:03     all   27.41    0.00    7.11    0.25    0.00    0.25    0.00    0.00    0.00   64.97
12:50:04     all   24.29    0.00    5.17    0.00    0.00    0.26    0.00    0.00    0.00   70.28
12:50:05     all   23.47    0.00    6.12    0.00    0.00    0.26    0.00    0.00    0.00   70.15
12:50:06     all   26.55    0.00    5.67    0.00    0.00    0.26    0.00    0.00    0.00   67.53
12:50:07     all   26.90    0.00    6.35    0.00    0.00    0.25    0.00    0.00    0.00   66.50
12:50:08     all   26.60    0.00    8.18    0.26    0.00    0.51    0.00    0.00    0.00   64.45
12:50:09     all   27.84    0.00    6.70    0.00    0.00    0.26    0.00    0.00    0.00   65.21
12:50:10     all   26.72    0.00    6.87    0.00    0.00    0.25    0.00    0.00    0.00   66.16
12:50:11     all   25.71    0.00    6.17    0.00    0.00    0.26    0.00    0.00    0.00   67.87
12:50:12     all   25.52    0.00    6.44    0.00    0.00    0.26    0.00    0.00    0.00   67.78
12:50:13     all   27.02    0.00    7.83    0.25    0.00    0.00    0.00    0.00    0.00   64.90
12:50:14     all   26.34    0.00    5.37    0.00    0.00    0.51    0.00    0.00    0.00   67.77
12:50:15     all   25.26    0.00    6.96    0.00    0.00    0.52    0.00    0.00    0.00   67.27
12:50:16     all   27.25    0.00    6.43    0.00    0.00    0.00    0.00    0.00    0.00   66.32
12:50:17     all   27.85    0.00    6.84    0.00    0.00    0.76    0.00    0.00    0.00   64.56
12:50:18     all   30.30    0.00    6.31    0.25    0.00    0.00    0.00    0.00    0.00   63.13
12:50:19     all   27.02    0.00    8.84    0.00    0.00    0.51    0.00    0.00    0.00   63.64
12:50:20     all   27.96    0.00    8.56    0.00    0.00    0.25    0.00    0.00    0.00   63.22
12:50:21     all   29.59    0.00    5.61    0.00    0.00    0.00    0.00    0.00    0.00   64.80
12:50:22     all   25.13    0.00    6.74    0.00    0.00    0.00    0.00    0.00    0.00   68.13
12:50:23     all   33.08    0.00    8.14    0.00    0.00    0.25    0.00    0.00    0.00   58.52
12:50:24     all   29.26    0.00    5.85    0.00    0.00    0.51    0.00    0.00    0.00   64.38
12:50:25     all   23.33    0.00    7.69    0.00    0.00    0.77    0.00    0.00    0.00   68.21
12:50:26     all   26.34    0.00    5.63    0.00    0.00    0.00    0.00    0.00    0.00   68.03
12:50:27     all   25.19    0.00    6.43    0.00    0.00    0.26    0.00    0.00    0.00   68.12
12:50:28     all   25.00    0.00    5.87    0.00    0.00    0.26    0.00    0.00    0.00   68.88
12:50:29     all   27.59    0.00    8.35    0.00    0.00    0.25    0.00    0.00    0.00   63.80
12:50:30     all   25.77    0.00    6.38    0.00    0.00    0.00    0.00    0.00    0.00   67.86
12:50:31     all   24.36    0.00    5.64    0.00    0.00    0.00    0.00    0.00    0.00   70.00
12:50:32     all   24.61    0.00    5.18    0.00    0.00    0.26    0.00    0.00    0.00   69.95
12:50:33     all   28.72    0.00    6.80    0.00    0.00    0.25    0.00    0.00    0.00   64.23
12:50:34     all   28.97    0.00    7.95    0.00    0.00    0.00    0.00    0.00    0.00   63.08
12:50:35     all   25.77    0.00    7.65    0.00    0.00    0.00    0.00    0.00    0.00   66.58
12:50:36     all   27.96    0.00    6.80    0.00    0.00    0.25    0.00    0.00    0.00   64.99
12:50:37     all   25.45    0.00    6.49    0.00    0.00    0.52    0.00    0.00    0.00   67.53
12:50:38     all   25.58    0.00    6.46    0.00    0.00    0.26    0.00    0.00    0.00   67.70
12:50:39     all   28.68    0.00    7.11    0.00    0.00    0.25    0.00    0.00    0.00   63.96
12:50:40     all   23.98    0.00    6.89    0.00    0.00    0.00    0.00    0.00    0.00   69.13
12:50:41     all   24.87    0.00    5.44    0.00    0.00    0.26    0.00    0.00    0.00   69.43
12:50:42     all   26.90    0.00    6.09    0.00    0.00    0.00    0.00    0.00    0.00   67.01
12:50:43     all   26.55    0.00    6.19    0.00    0.00    0.00    0.00    0.00    0.00   67.27
12:50:44     all   25.57    0.00    7.09    0.25    0.00    0.25    0.00    0.00    0.00   66.84
12:50:45     all   25.83    0.00    5.88    0.00    0.00    0.00    0.00    0.00    0.00   68.29
12:50:46     all   27.09    0.00    7.34    0.25    0.00    0.00    0.00    0.00    0.00   65.32
12:50:47     all   27.59    0.00    5.57    0.00    0.00    0.00    0.00    0.00    0.00   66.84
12:50:48     all   26.28    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   67.60
12:50:49     all   29.04    0.00    6.57    0.00    0.00    0.25    0.00    0.00    0.00   64.14
12:50:50     all   26.53    0.00    6.12    0.00    0.00    0.26    0.00    0.00    0.00   67.09
12:50:51     all   25.19    0.00    6.23    0.00    0.00    0.00    0.00    0.00    0.00   68.57
12:50:52     all   26.65    0.00    5.84    0.00    0.00    0.51    0.00    0.00    0.00   67.01
12:50:53     all   25.57    0.00    6.58    0.00    0.00    0.51    0.00    0.00    0.00   67.34
12:50:54     all   24.80    0.00    4.96    0.00    0.00    0.00    0.00    0.00    0.00   70.23
12:50:55     all   29.64    0.00    6.19    0.00    0.00    0.26    0.00    0.00    0.00   63.92
12:50:56     all   26.14    0.00    6.35    0.25    0.00    0.25    0.00    0.00    0.00   67.01
12:50:57     all   25.25    0.00    7.58    0.00    0.00    0.00    0.00    0.00    0.00   67.17
12:50:58     all   27.20    0.00    5.54    0.00    0.00    0.50    0.00    0.00    0.00   66.75
12:50:59     all   23.41    0.00    6.62    0.00    0.00    0.00    0.00    0.00    0.00   69.97
12:51:00     all   29.35    0.00    5.71    0.00    0.00    0.26    0.00    0.00    0.00   64.68
12:51:01     all   26.99    0.00    6.43    0.26    0.00    0.26    0.00    0.00    0.00   66.07
12:51:02     all   27.76    0.00    5.91    0.00    0.00    0.00    0.00    0.00    0.00   66.32
12:51:03     all   28.54    0.00    6.31    0.00    0.00    0.51    0.00    0.00    0.00   64.65
12:51:04     all   26.46    0.00    6.11    0.00    0.00    0.00    0.00    0.00    0.00   67.43
12:51:05     all   29.08    0.00    7.65    0.00    0.00    0.00    0.00    0.00    0.00   63.27
12:51:06     all   28.83    0.00    6.89    0.26    0.00    0.00    0.00    0.00    0.00   64.03
12:51:07     all   27.92    0.00    7.11    0.00    0.00    0.00    0.00    0.00    0.00   64.97
12:51:08     all   25.19    0.00    5.91    0.00    0.00    0.51    0.00    0.00    0.00   68.38
12:51:09     all   25.95    0.00    6.36    0.00    0.00    0.25    0.00    0.00    0.00   67.43
12:51:10     all   27.81    0.00    6.63    0.00    0.00    0.51    0.00    0.00    0.00   65.05
12:51:11     all   25.96    0.00    5.91    0.00    0.00    0.00    0.00    0.00    0.00   68.12
12:51:12     all   24.55    0.00    5.88    0.00    0.00    0.51    0.00    0.00    0.00   69.05
12:51:13     all   24.17    0.00    6.11    0.00    0.00    0.51    0.00    0.00    0.00   69.21
12:51:14     all   28.54    0.00    6.82    0.00    0.00    0.25    0.00    0.00    0.00   64.39
12:51:15     all   28.43    0.00    6.35    0.00    0.00    0.25    0.00    0.00    0.00   64.97
12:51:16     all   25.89    0.00    6.85    0.25    0.00    0.00    0.00    0.00    0.00   67.01
12:51:17     all   26.48    0.00    5.66    0.00    0.00    0.26    0.00    0.00    0.00   67.61
12:51:18     all   27.95    0.00    4.62    0.00    0.00    0.00    0.00    0.00    0.00   67.44
12:51:19     all   27.46    0.00    6.74    0.00    0.00    0.26    0.00    0.00    0.00   65.54
12:51:20     all   23.98    0.00    6.38    0.00    0.00    0.00    0.00    0.00    0.00   69.64
12:51:21     all   27.06    0.00    6.96    0.26    0.00    0.26    0.00    0.00    0.00   65.46
12:51:22     all   26.26    0.00    7.07    0.00    0.00    0.25    0.00    0.00    0.00   66.41
12:51:23     all   27.53    0.00    8.33    0.00    0.00    0.00    0.00    0.00    0.00   64.14
12:51:24     all   25.51    0.00    6.89    0.00    0.00    0.26    0.00    0.00    0.00   67.35
12:51:25     all   25.13    0.00    5.58    0.00    0.00    0.00    0.00    0.00    0.00   69.29
12:51:26     all   26.14    0.00    8.38    0.00    0.00    0.00    0.00    0.00    0.00   65.48
12:51:27     all   25.63    0.00    7.36    0.00    0.00    0.25    0.00    0.00    0.00   66.75
12:51:28     all   25.19    0.00    5.34    0.00    0.00    0.51    0.00    0.00    0.00   68.96
12:51:29     all   28.46    0.00    6.55    0.00    0.00    0.00    0.00    0.00    0.00   64.99
12:51:30     all   28.97    0.00    7.18    0.00    0.00    0.77    0.00    0.00    0.00   63.08
12:51:31     all   28.06    0.00    8.16    0.26    0.00    0.51    0.00    0.00    0.00   63.01
12:51:32     all   25.63    0.00    7.61    0.00    0.00    0.25    0.00    0.00    0.00   66.50
12:51:33     all   26.99    0.00    7.46    0.00    0.00    0.26    0.00    0.00    0.00   65.30
12:51:34     all   27.30    0.00    5.36    0.00    0.00    0.26    0.00    0.00    0.00   67.09
12:51:35     all   26.53    0.00    6.12    0.00    0.00    0.26    0.00    0.00    0.00   67.09
12:51:36     all   26.72    0.00    6.36    0.00    0.00    0.51    0.00    0.00    0.00   66.41
12:51:37     all   29.49    0.00    5.64    0.00    0.00    0.00    0.00    0.00    0.00   64.87
12:51:38     all   28.28    0.00    5.91    0.00    0.00    0.26    0.00    0.00    0.00   65.55
12:51:39     all   26.21    0.00    6.36    0.00    0.00    0.25    0.00    0.00    0.00   67.18
12:51:40     all   25.64    0.00    5.64    0.00    0.00    0.51    0.00    0.00    0.00   68.21
12:51:41     all   28.39    0.00    7.16    0.00    0.00    0.00    0.00    0.00    0.00   64.45
12:51:42     all   28.57    0.00    6.63    0.00    0.00    0.26    0.00    0.00    0.00   64.54
12:51:43     all   26.17    0.00    5.44    0.00    0.00    0.52    0.00    0.00    0.00   67.88
12:51:44     all   26.74    0.00    5.14    0.00    0.00    0.00    0.00    0.00    0.00   68.12
12:51:45     all   26.46    0.00    6.87    0.00    0.00    0.00    0.00    0.00    0.00   66.67
12:51:46     all   24.48    0.00    5.93    0.00    0.00    0.26    0.00    0.00    0.00   69.33
12:51:47     all   25.13    0.00    6.60    0.00    0.00    0.25    0.00    0.00    0.00   68.02
12:51:48     all   25.32    0.00    8.53    0.00    0.00    0.00    0.00    0.00    0.00   66.15
12:51:49     all   26.97    0.00    6.62    0.00    0.00    0.25    0.00    0.00    0.00   66.16
12:51:50     all   30.08    0.00    8.02    0.00    0.00    0.00    0.00    0.00    0.00   61.90
12:51:51     all   27.08    0.00    6.25    0.00    0.00    0.26    0.00    0.00    0.00   66.41
12:51:52     all   29.97    0.00    7.24    0.00    0.00    0.26    0.00    0.00    0.00   62.53
12:51:53     all   27.01    0.00    7.01    0.00    0.00    0.26    0.00    0.00    0.00   65.71
12:51:54     all   26.36    0.00    6.72    0.00    0.00    0.00    0.00    0.00    0.00   66.93
12:51:55     all   28.21    0.00    7.44    0.00    0.00    0.00    0.00    0.00    0.00   64.36
12:51:56     all   26.38    0.00    7.79    0.00    0.00    0.25    0.00    0.00    0.00   65.58
12:51:57     all   29.01    0.00    6.62    0.25    0.00    0.25    0.00    0.00    0.00   63.87
12:51:58     all   27.62    0.00    5.63    0.00    0.00    0.26    0.00    0.00    0.00   66.50
12:51:59     all   24.05    0.00    7.85    0.00    0.00    0.76    0.00    0.00    0.00   67.34
12:52:00     all   25.90    0.00    7.18    0.00    0.00    0.00    0.00    0.00    0.00   66.92
12:52:01     all   22.80    0.00    7.51    0.00    0.00    0.52    0.00    0.00    0.00   69.17
12:52:02     all   29.35    0.00    5.97    0.00    0.00    0.26    0.00    0.00    0.00   64.42
12:52:03     all   26.09    0.00    6.39    0.26    0.00    0.00    0.00    0.00    0.00   67.26
12:52:04     all   30.61    0.00    5.87    0.00    0.00    0.51    0.00    0.00    0.00   63.01
12:52:05     all   25.06    0.00    7.09    0.00    0.00    0.00    0.00    0.00    0.00   67.85
12:52:06     all   28.06    0.00    6.89    0.00    0.00    0.26    0.00    0.00    0.00   64.80
12:52:07     all   25.00    0.00    5.41    0.00    0.00    0.00    0.00    0.00    0.00   69.59
12:52:08     all   28.68    0.00    6.35    0.00    0.00    0.25    0.00    0.00    0.00   64.72
12:52:09     all   25.26    0.00    4.90    0.00    0.00    0.00    0.00    0.00    0.00   69.85
12:52:10     all   26.79    0.00    7.65    0.00    0.00    0.51    0.00    0.00    0.00   65.05
12:52:11     all   27.30    0.00    7.40    0.00    0.00    0.51    0.00    0.00    0.00   64.80
12:52:12     all   24.94    0.00    5.91    0.00    0.00    0.00    0.00    0.00    0.00   69.15
12:52:13     all   28.65    0.00    5.99    0.00    0.00    0.26    0.00    0.00    0.00   65.10
12:52:14     all   24.81    0.00    6.20    0.00    0.00    0.00    0.00    0.00    0.00   68.99
12:52:15     all   25.06    0.00    6.98    0.00    0.00    0.26    0.00    0.00    0.00   67.70
12:52:16     all   27.41    0.00    7.61    0.00    0.00    0.25    0.00    0.00    0.00   64.72
12:52:17     all   26.33    0.00    6.33    0.00    0.00    0.51    0.00    0.00    0.00   66.84
12:52:18     all   28.06    0.00    7.65    0.51    0.00    0.00    0.00    0.00    0.00   63.78
12:52:19     all   25.96    0.00    6.17    0.00    0.00    0.00    0.00    0.00    0.00   67.87
12:52:20     all   23.85    0.00    6.67    0.00    0.00    0.51    0.00    0.00    0.00   68.97
12:52:21     all   26.84    0.00    6.58    0.00    0.00    0.25    0.00    0.00    0.00   66.33
12:52:22     all   27.11    0.00    4.09    0.00    0.00    0.00    0.00    0.00    0.00   68.80
12:52:23     all   28.17    0.00    7.11    0.00    0.00    0.00    0.00    0.00    0.00   64.72
12:52:24     all   25.70    0.00    6.36    0.00    0.00    0.51    0.00    0.00    0.00   67.43
12:52:25     all   28.50    0.00    5.85    0.00    0.00    0.25    0.00    0.00    0.00   65.39
12:52:26     all   26.46    0.00    7.38    0.00    0.00    0.00    0.00    0.00    0.00   66.16
12:52:27     all   26.87    0.00    5.68    0.00    0.00    0.52    0.00    0.00    0.00   66.93
12:52:28     all   26.68    0.00    7.77    0.00    0.00    0.00    0.00    0.00    0.00   65.54
12:52:29     all   24.87    0.00    5.90    0.00    0.00    0.51    0.00    0.00    0.00   68.72
12:52:30     all   26.33    0.00    5.32    0.00    0.00    0.00    0.00    0.00    0.00   68.35
12:52:31     all   27.44    0.00    5.90    0.00    0.00    0.00    0.00    0.00    0.00   66.67
12:52:32     all   26.42    0.00    6.48    0.00    0.00    0.26    0.00    0.00    0.00   66.84
12:52:33     all   26.09    0.00    6.14    0.00    0.00    0.26    0.00    0.00    0.00   67.52
12:52:34     all   24.03    0.00    6.20    0.00    0.00    0.26    0.00    0.00    0.00   69.51
12:52:35     all   24.04    0.00    6.39    0.00    0.00    0.26    0.00    0.00    0.00   69.31
12:52:36     all   24.74    0.00    5.10    0.00    0.00    0.51    0.00    0.00    0.00   69.64
12:52:37     all   26.03    0.00    5.93    0.00    0.00    0.00    0.00    0.00    0.00   68.04
12:52:38     all   28.50    0.00    7.63    0.00    0.00    0.00    0.00    0.00    0.00   63.87
12:52:39     all   25.19    0.00    7.46    0.00    0.00    0.26    0.00    0.00    0.00   67.10
12:52:40     all   26.46    0.00    7.12    0.00    0.00    0.00    0.00    0.00    0.00   66.41
12:52:41     all   30.20    0.00    8.63    0.00    0.00    0.25    0.00    0.00    0.00   60.91
12:52:42     all   28.28    0.00    6.82    0.00    0.00    0.25    0.00    0.00    0.00   64.65
12:52:43     all   22.28    0.00    7.59    0.00    0.00    0.51    0.00    0.00    0.00   69.62
12:52:44     all   30.10    0.00    5.36    0.26    0.00    0.00    0.00    0.00    0.00   64.29
12:52:45     all   28.72    0.00    5.90    0.00    0.00    0.26    0.00    0.00    0.00   65.13
12:52:46     all   25.64    0.00    4.87    0.00    0.00    0.51    0.00    0.00    0.00   68.97
12:52:47     all   23.02    0.00    5.63    0.00    0.00    0.00    0.00    0.00    0.00   71.36
12:52:48     all   26.23    0.00    6.49    0.00    0.00    0.52    0.00    0.00    0.00   66.75
12:52:49     all   28.57    0.00    6.89    0.26    0.00    0.26    0.00    0.00    0.00   64.03
12:52:50     all   29.26    0.00    5.34    0.00    0.00    0.00    0.00    0.00    0.00   65.39
12:52:51     all   23.02    0.00    5.63    0.00    0.00    0.51    0.00    0.00    0.00   70.84
12:52:52     all   28.14    0.00    5.53    0.00    0.00    0.00    0.00    0.00    0.00   66.33
12:52:53     all   30.20    0.00    7.36    0.00    0.00    0.25    0.00    0.00    0.00   62.18
12:52:54     all   29.69    0.00    6.77    0.00    0.00    0.26    0.00    0.00    0.00   63.28
12:52:55     all   26.14    0.00    5.08    0.00    0.00    0.51    0.00    0.00    0.00   68.27
12:52:56     all   26.61    0.00    6.98    0.00    0.00    0.00    0.00    0.00    0.00   66.41
12:52:57     all   26.02    0.00    6.38    0.00    0.00    0.00    0.00    0.00    0.00   67.60
12:52:58     all   26.53    0.00    5.61    0.00    0.00    0.51    0.00    0.00    0.00   67.35
12:52:59     all   26.52    0.00    7.83    0.00    0.00    0.00    0.00    0.00    0.00   65.66
12:53:00     all   27.74    0.00    6.36    0.00    0.00    0.51    0.00    0.00    0.00   65.39
12:53:01     all   24.94    0.00    6.23    0.00    0.00    0.00    0.00    0.00    0.00   68.83
12:53:02     all   24.81    0.00    6.65    0.00    0.00    0.00    0.00    0.00    0.00   68.54
12:53:03     all   26.61    0.00    6.98    0.00    0.00    0.26    0.00    0.00    0.00   66.15
12:53:04     all   25.51    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   68.37
12:53:05     all   28.06    0.00    6.63    0.00    0.00    0.26    0.00    0.00    0.00   65.05
12:53:06     all   24.94    0.00    7.20    0.00    0.00    0.26    0.00    0.00    0.00   67.61
12:53:07     all   24.74    0.00    6.12    0.00    0.00    0.26    0.00    0.00    0.00   68.88
12:53:08     all   26.01    0.00    6.82    0.00    0.00    0.25    0.00    0.00    0.00   66.92
12:53:09     all   23.58    0.00    5.44    0.00    0.00    0.00    0.00    0.00    0.00   70.98
12:53:10     all   27.88    0.00    6.14    0.51    0.00    0.51    0.00    0.00    0.00   64.96
12:53:11     all   23.85    0.00    7.18    0.00    0.00    0.00    0.00    0.00    0.00   68.97
12:53:12     all   22.34    0.00    5.45    0.00    0.00    0.26    0.00    0.00    0.00   71.95
12:53:13     all   25.94    0.00    6.30    0.00    0.00    0.25    0.00    0.00    0.00   67.51
12:53:14     all   26.60    0.00    6.39    0.00    0.00    0.51    0.00    0.00    0.00   66.50
12:53:15     all   26.87    0.00    6.98    0.00    0.00    0.26    0.00    0.00    0.00   65.89
12:53:16     all   29.04    0.00    7.58    0.00    0.00    0.00    0.00    0.00    0.00   63.38
12:53:17     all   24.35    0.00    6.48    0.00    0.00    0.00    0.00    0.00    0.00   69.17
12:53:18     all   25.77    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   68.11
12:53:19     all   24.68    0.00    5.91    0.26    0.00    0.00    0.00    0.00    0.00   69.15
12:53:20     all   26.49    0.00    5.19    0.00    0.00    0.00    0.00    0.00    0.00   68.31
12:53:21     all   31.14    0.00    7.59    0.00    0.00    0.25    0.00    0.00    0.00   61.01
12:53:22     all   27.81    0.00    6.63    0.00    0.00    0.26    0.00    0.00    0.00   65.31
12:53:23     all   26.34    0.00    7.42    0.00    0.00    0.26    0.00    0.00    0.00   65.98
12:53:24     all   26.63    0.00    6.27    0.00    0.00    0.26    0.00    0.00    0.00   66.84
12:53:25     all   25.77    0.00    6.38    0.00    0.00    0.26    0.00    0.00    0.00   67.60
12:53:26     all   29.95    0.00    6.35    0.00    0.00    0.00    0.00    0.00    0.00   63.71
12:53:27     all   28.32    0.00    6.63    0.00    0.00    0.26    0.00    0.00    0.00   64.80
12:53:28     all   25.32    0.00    7.85    0.00    0.00    0.51    0.00    0.00    0.00   66.33
12:53:29     all   28.02    0.00    6.94    0.00    0.00    0.00    0.00    0.00    0.00   65.04
12:53:30     all   28.72    0.00    7.95    0.00    0.00    0.00    0.00    0.00    0.00   63.33
12:53:31     all   28.13    0.00    6.65    0.26    0.00    0.51    0.00    0.00    0.00   64.45
12:53:32     all   26.55    0.00    6.19    0.00    0.00    0.26    0.00    0.00    0.00   67.01
12:53:33     all   24.35    0.00    5.70    0.00    0.00    0.00    0.00    0.00    0.00   69.95
12:53:34     all   25.71    0.00    4.88    0.00    0.00    0.77    0.00    0.00    0.00   68.64
12:53:35     all   25.70    0.00    6.87    0.00    0.00    0.00    0.00    0.00    0.00   67.43
12:53:36     all   29.05    0.00    5.91    0.00    0.00    0.26    0.00    0.00    0.00   64.78
12:53:37     all   26.67    0.00    6.41    0.00    0.00    0.00    0.00    0.00    0.00   66.92
12:53:38     all   23.97    0.00    5.41    0.00    0.00    0.00    0.00    0.00    0.00   70.62
12:53:39     all   28.64    0.00    6.39    0.00    0.00    0.26    0.00    0.00    0.00   64.71
12:53:40     all   27.99    0.00    5.60    0.00    0.00    0.00    0.00    0.00    0.00   66.41
12:53:41     all   25.97    0.00    6.75    0.26    0.00    0.52    0.00    0.00    0.00   66.49
12:53:42     all   25.91    0.00    5.96    0.00    0.00    0.26    0.00    0.00    0.00   67.88
12:53:43     all   28.61    0.00    7.09    0.00    0.00    0.25    0.00    0.00    0.00   64.05
12:53:44     all   24.09    0.00    5.96    0.00    0.00    0.52    0.00    0.00    0.00   69.43
12:53:45     all   34.37    0.00    6.98    0.00    0.00    0.78    0.00    0.00    0.00   57.88
12:53:46     all   25.45    0.00    6.17    0.00    0.00    0.00    0.00    0.00    0.00   68.38
12:53:47     all   25.13    0.00    6.78    0.00    0.00    0.25    0.00    0.00    0.00   67.84
12:53:48     all   28.02    0.00    6.43    0.00    0.00    0.26    0.00    0.00    0.00   65.30
12:53:49     all   24.94    0.00    7.12    0.00    0.00    0.25    0.00    0.00    0.00   67.68
12:53:50     all   25.39    0.00    5.18    0.00    0.00    0.00    0.00    0.00    0.00   69.43
12:53:51     all   27.69    0.00    6.41    0.00    0.00    0.26    0.00    0.00    0.00   65.64
12:53:52     all   26.93    0.00    7.23    0.00    0.00    0.25    0.00    0.00    0.00   65.59
12:53:53     all   25.71    0.00    5.45    0.00    0.00    0.00    0.00    0.00    0.00   68.83
12:53:54     all   25.13    0.00    7.29    0.00    0.00    0.25    0.00    0.00    0.00   67.34
12:53:55     all   26.32    0.00    7.02    0.00    0.00    0.25    0.00    0.00    0.00   66.42
12:53:56     all   24.10    0.00    7.69    0.00    0.00    0.26    0.00    0.00    0.00   67.95
12:53:57     all   27.74    0.00    7.12    0.25    0.00    0.25    0.00    0.00    0.00   64.63
12:53:58     all   25.00    0.00    5.61    0.00    0.00    0.00    0.00    0.00    0.00   69.39
12:53:59     all   25.45    0.00    6.36    0.00    0.00    0.25    0.00    0.00    0.00   67.94
12:54:00     all   25.19    0.00    5.85    0.00    0.00    0.25    0.00    0.00    0.00   68.70
12:54:01     all   25.45    0.00    5.45    0.00    0.00    0.00    0.00    0.00    0.00   69.09
12:54:02     all   28.24    0.00    6.11    0.00    0.00    0.25    0.00    0.00    0.00   65.39
12:54:03     all   25.78    0.00    5.99    0.00    0.00    0.26    0.00    0.00    0.00   67.97
12:54:04     all   28.43    0.00    8.23    0.00    0.00    0.00    0.00    0.00    0.00   63.34
12:54:05     all   26.21    0.00    6.62    0.00    0.00    0.00    0.00    0.00    0.00   67.18
12:54:06     all   24.24    0.00    4.29    0.00    0.00    0.51    0.00    0.00    0.00   70.96
12:54:07     all   27.30    0.00    8.67    0.00    0.00    0.26    0.00    0.00    0.00   63.78
12:54:08     all   25.77    0.00    6.63    0.00    0.00    0.51    0.00    0.00    0.00   67.09
12:54:09     all   27.20    0.00    4.66    0.00    0.00    0.26    0.00    0.00    0.00   67.88
12:54:10     all   27.76    0.00    5.40    0.00    0.00    0.00    0.00    0.00    0.00   66.84
12:54:11     all   27.23    0.00    6.11    0.00    0.00    0.25    0.00    0.00    0.00   66.41
12:54:12     all   28.83    0.00    6.63    0.00    0.00    0.26    0.00    0.00    0.00   64.29
12:54:13     all   27.25    0.00    7.00    0.00    0.00    0.25    0.00    0.00    0.00   65.50
12:54:14     all   26.79    0.00    6.89    0.00    0.00    0.00    0.00    0.00    0.00   66.33
12:54:15     all   26.03    0.00    6.70    0.00    0.00    0.00    0.00    0.00    0.00   67.27
12:54:16     all   25.96    0.00    7.97    0.00    0.00    0.00    0.00    0.00    0.00   66.07
12:54:17     all   28.57    0.00    6.38    0.00    0.00    0.26    0.00    0.00    0.00   64.80
12:54:18     all   26.33    0.00    6.58    0.25    0.00    0.25    0.00    0.00    0.00   66.58
12:54:19     all   29.44    0.00    7.11    0.00    0.00    0.00    0.00    0.00    0.00   63.45
12:54:20     all   26.40    0.00    7.87    0.00    0.00    0.51    0.00    0.00    0.00   65.23
12:54:21     all   26.36    0.00    4.91    0.00    0.00    0.00    0.00    0.00    0.00   68.73
12:54:22     all   28.03    0.00    6.31    0.00    0.00    0.00    0.00    0.00    0.00   65.66
12:54:23     all   26.45    0.00    7.05    0.00    0.00    0.25    0.00    0.00    0.00   66.25
12:54:24     all   25.97    0.00    4.94    0.00    0.00    0.52    0.00    0.00    0.00   68.57
12:54:25     all   27.07    0.00    6.52    0.00    0.00    0.25    0.00    0.00    0.00   66.17
12:54:26     all   26.85    0.00    7.42    0.00    0.00    0.00    0.00    0.00    0.00   65.73
12:54:27     all   27.44    0.00    6.92    0.00    0.00    0.26    0.00    0.00    0.00   65.38
12:54:28     all   26.99    0.00    6.68    0.00    0.00    0.26    0.00    0.00    0.00   66.07
12:54:29     all   25.26    0.00    6.44    0.00    0.00    0.00    0.00    0.00    0.00   68.30
12:54:30     all   25.77    0.00    6.70    0.00    0.00    0.26    0.00    0.00    0.00   67.27
12:54:31     all   29.44    0.00    6.35    0.00    0.00    0.25    0.00    0.00    0.00   63.96
12:54:32     all   25.38    0.00    8.12    0.00    0.00    0.25    0.00    0.00    0.00   66.24
12:54:33     all   26.15    0.00    7.18    0.00    0.00    0.00    0.00    0.00    0.00   66.67
12:54:34     all   26.72    0.00    6.36    0.00    0.00    0.25    0.00    0.00    0.00   66.67
12:54:35     all   23.72    0.00    6.38    0.00    0.00    0.26    0.00    0.00    0.00   69.64
12:54:36     all   27.13    0.00    5.68    0.52    0.00    0.26    0.00    0.00    0.00   66.41
12:54:37     all   26.21    0.00    5.85    0.00    0.00    0.51    0.00    0.00    0.00   67.43
12:54:38     all   27.18    0.00    6.41    0.00    0.00    0.00    0.00    0.00    0.00   66.41
12:54:39     all   25.69    0.00    7.05    0.00    0.00    0.25    0.00    0.00    0.00   67.00
12:54:40     all   26.60    0.00    7.42    0.00    0.00    0.26    0.00    0.00    0.00   65.73
